# element centroid_x centroid_y signed_dwr abs_dwr primal_residual_norm dual_correction_rms dual_solution_rms residual_dual_product marked
18 1.205254568520e-01 1.037421332823e-01 -1.081703775512e-08 1.081703775512e-08 2.332472939601e-04 4.196582453600e-05 4.119748474569e-02 9.788415011827e-09 0
19 1.003085089547e-01 1.231844666874e-01 -7.375723192287e-09 7.375723192287e-09 1.950682624055e-04 3.983236724215e-05 4.806265495635e-02 7.770030665426e-09 0
20 2.874814242602e-02 1.490712560559e-01 -3.658514084870e-09 3.658514084870e-09 9.635392226925e-05 3.652030340260e-05 5.615042854451e-02 3.518874475303e-09 0
21 5.736355190601e-02 1.485158101303e-01 -5.080115063001e-09 5.080115063001e-09 1.514731230980e-04 3.834943673514e-05 5.634264611046e-02 5.808908951321e-09 0
22 1.744444966436e-01 1.492981907696e-02 -2.437424248279e-08 2.437424248279e-08 3.793888805544e-04 5.404294409791e-05 7.670550563250e-03 2.050329206317e-08 0
23 1.723829038151e-01 7.487134020338e-02 -2.807776966832e-08 2.807776966832e-08 4.239060985322e-04 5.589130998280e-05 3.147611584294e-02 2.369266715666e-08 0
24 1.432160040598e-02 1.747281648977e-01 -1.641129830819e-09 1.641129830819e-09 4.726975927978e-05 3.964082570446e-05 6.512671737178e-02 1.873812288701e-09 0
25 1.471234984538e-01 1.194606970413e-01 -1.516701192309e-08 1.516701192309e-08 2.797540716145e-04 4.949468246611e-05 4.826295912907e-02 1.384633894316e-08 0
26 1.126346219780e-01 1.498367101760e-01 -7.773547117942e-09 7.773547117942e-09 2.446463681118e-04 3.857125964127e-05 5.832957271440e-02 9.436318584734e-09 0
27 1.714486238295e-01 1.065213248448e-01 -3.582218186133e-08 3.582218186133e-08 4.780543281994e-04 6.765927935708e-05 4.423484205448e-02 3.234481133950e-08 0
28 7.148806896761e-02 1.738398461739e-01 -4.950667202497e-09 4.950667202497e-09 2.007369434124e-04 4.355985956593e-05 6.570399887797e-02 8.744073064736e-09 0
29 1.989789014958e-01 2.974567155965e-02 -3.594845423507e-08 3.594845423507e-08 4.855678866306e-04 6.122774205073e-05 1.361258790300e-02 2.973022531073e-08 0
30 1.980849512899e-01 5.968497201676e-02 -3.888879881729e-08 3.888879881729e-08 5.048445744129e-04 6.514873284028e-05 2.602959217537e-02 3.288998430429e-08 0
31 9.973808997461e-02 1.732918313910e-01 -8.168134516160e-09 8.168134516160e-09 2.840117174306e-04 4.625128481271e-05 6.639233995706e-02 1.313590683303e-08 0
32 1.408627624894e-01 1.469719598200e-01 -1.373246713421e-08 1.373246713421e-08 3.493918011098e-04 4.734918072922e-05 5.844090305609e-02 1.654341553606e-08 0
33 2.858437856296e-02 1.996231923710e-01 1.219411893201e-09 1.219411893201e-09 1.017608589700e-04 4.447828789384e-05 7.383803893203e-02 4.526148781593e-09 0
34 5.713543764460e-02 1.992903195729e-01 -6.721315683680e-10 6.721315683680e-10 1.967671055706e-04 4.584256681337e-05 7.421280308522e-02 9.020309183795e-09 0
35 1.967068776823e-01 1.204865864112e-01 -4.392224924856e-08 4.392224924856e-08 5.682080251462e-04 6.921756312602e-05 5.112319382604e-02 3.932997484927e-08 0
36 2.245344048522e-01 1.481585248269e-02 -5.189217198041e-08 5.189217198041e-08 5.913618701052e-04 7.320968206788e-05 8.092477246012e-03 4.329341449747e-08 0
37 2.227020006042e-01 7.414803953570e-02 -5.379742573443e-08 5.379742573443e-08 6.316916478392e-04 7.127679672362e-05 3.309959850873e-02 4.502495717504e-08 0
38 1.562963119785e-01 1.691245699186e-01 -2.988396945368e-08 2.988396945368e-08 4.989098230110e-04 6.659735861641e-05 6.759338225542e-02 3.322607640031e-08 0
39 2.222582069821e-01 1.032996692887e-01 -5.713672899869e-08 5.713672899869e-08 6.681451218298e-04 7.312387550665e-05 4.551838937805e-02 4.885736070905e-08 0
40 1.426277815699e-02 2.248950274734e-01 7.663338427030e-09 7.663338427030e-09 1.226619548369e-04 4.715246780190e-05 8.218536893235e-02 5.783813875963e-09 0
41 1.141106365054e-01 1.985808069867e-01 -1.388223474360e-08 1.388223474360e-08 4.367810716918e-04 5.462823635232e-05 7.595085448724e-02 2.386057961860e-08 0
42 1.991063208368e-01 1.472376854216e-01 -3.731244482301e-08 3.731244482301e-08 5.629434799820e-04 6.023050627341e-05 6.196447501078e-02 3.390637080263e-08 0
43 7.126761570167e-02 2.244994961457e-01 1.608080985348e-09 1.608080985348e-09 3.312713087012e-04 5.110724295333e-05 8.311168867190e-02 1.693036325726e-08 0
44 1.424407179978e-01 1.972782958703e-01 -2.302444491046e-08 2.302444491046e-08 6.017596657835e-04 5.922370518363e-05 7.700036873191e-02 3.563843703776e-08 0
45 1.818968501807e-01 1.683014859381e-01 -2.921947526309e-08 2.921947526309e-08 5.131185004020e-04 6.100080675831e-05 6.894408796194e-02 3.130064248713e-08 0
46 2.490086729516e-01 2.950854015637e-02 -7.130164520446e-08 7.130164520446e-08 7.223128443428e-04 8.132429407000e-05 1.446961907626e-02 5.874158216387e-08 0
47 2.480702189095e-01 5.890142675227e-02 -7.452169201100e-08 7.452169201100e-08 7.438343543389e-04 8.409647273244e-05 2.748896366499e-02 6.255384549711e-08 0
48 9.999279355549e-02 2.243379983425e-01 -5.263285990249e-09 5.263285990249e-09 4.645882249170e-04 5.442192596366e-05 8.414048148170e-02 2.528378598002e-08 0
49 2.464018750399e-01 1.170662272938e-01 -7.376463557481e-08 7.376463557481e-08 7.915481821922e-04 7.809727443611e-05 5.307980075307e-02 6.181775561406e-08 0
50 2.845349932323e-02 2.498773167565e-01 1.578754816437e-08 1.578754816437e-08 3.094766599723e-04 5.077220169705e-05 9.043019331926e-02 1.571281140064e-08 0
51 5.690727778627e-02 2.498146582270e-01 1.266675396255e-08 1.266675396255e-08 3.932281421896e-04 5.200551535778e-05 9.097092559225e-02 2.045003218775e-08 0
52 2.236114316587e-01 1.581432593883e-01 -3.822694052688e-08 3.822694052688e-08 6.044849959654e-04 5.498762364605e-05 6.826014000750e-02 3.323919345783e-08 0
53 2.453556565621e-01 1.451587183829e-01 -6.949110613836e-08 6.949110613836e-08 7.954152718562e-04 7.517887996992e-05 6.490979997355e-02 5.979842924912e-08 0
54 1.588894137863e-01 2.239810661375e-01 -4.092993839587e-08 4.092993839587e-08 8.905646227239e-04 7.560371227046e-05 8.749518404271e-02 6.732999149467e-08 0
55 2.744742680994e-01 1.469268767367e-02 -1.001385547650e-07 1.001385547650e-07 8.570114081869e-04 9.740311740711e-05 8.669457188928e-03 8.347558281086e-08 0
56 1.967520141934e-01 1.920061933411e-01 -3.220905380331e-08 3.220905380331e-08 6.016516229384e-04 5.678346342427e-05 7.901528125583e-02 3.416386292527e-08 0
57 2.722906687460e-01 7.339808884239e-02 -1.000947476541e-07 1.000947476541e-07 8.990411372115e-04 9.184889021121e-05 3.532965889194e-02 8.257593070710e-08 0
58 2.710661184985e-01 1.024112596309e-01 -1.037430277655e-07 1.037430277655e-07 9.322760514681e-04 9.340471279867e-05 4.854016691773e-02 8.707897683645e-08 0
59 1.138636493584e-01 2.498632393967e-01 -6.725333665333e-09 6.725333665333e-09 6.905262076029e-04 6.006462484637e-05 9.326845923572e-02 4.147619760625e-08 0
60 1.876001717796e-01 2.195320475889e-01 -6.210053024020e-08 6.210053024020e-08 8.795957361667e-04 9.020938926660e-05 8.823453414800e-02 7.934779416111e-08 0
61 1.419072116624e-02 2.749822892832e-01 2.927774920086e-08 2.927774920086e-08 3.816092640043e-04 5.256998680630e-05 9.814905878830e-02 2.006119397387e-08 0
62 2.212195344327e-01 1.844602882741e-01 -4.377534553191e-08 4.377534553191e-08 6.746171023009e-04 6.404593347726e-05 7.835971293786e-02 4.320648205658e-08 0
63 1.444301880968e-01 2.508088183082e-01 -3.389136906355e-08 3.389136906355e-08 8.783893993167e-04 7.574299721425e-05 9.550211634837e-02 6.653184582547e-08 0
64 7.088567582920e-02 2.749350009842e-01 2.029700174200e-08 2.029700174200e-08 6.281121984746e-04 5.538077718285e-05 9.930555936033e-02 3.478534170955e-08 0
65 2.680992322169e-01 1.593315846205e-01 -1.027285362307e-07 1.027285362307e-07 1.021946444196e-03 8.467634747929e-05 7.323408255515e-02 8.653469221400e-08 0
66 2.988478720126e-01 2.940535672491e-02 -1.330404564989e-07 1.330404564989e-07 1.016415813462e-03 1.074655719242e-04 1.570799717361e-02 1.092297067065e-07 0
67 9.911686954755e-02 2.751450799572e-01 1.145240040097e-08 1.145240040097e-08 7.470594960546e-04 5.733696745332e-05 1.005529666676e-01 4.283412601098e-08 0
68 2.976027267014e-01 5.871787129772e-02 -1.376540023580e-07 1.376540023580e-07 1.042029523825e-03 1.104807054520e-04 2.980252753760e-02 1.151241568940e-07 0
69 2.946819625951e-01 1.169897350524e-01 -1.389660330960e-07 1.389660330960e-07 1.124973557421e-03 1.019581314112e-04 5.739708316813e-02 1.147002018016e-07 0
70 2.404997671318e-01 1.997852256823e-01 -8.273103001557e-08 8.273103001557e-08 9.833268332844e-04 7.562295628598e-05 8.633134305698e-02 7.436208212829e-08 0
71 2.927612947913e-01 1.458175689528e-01 -1.464213437756e-07 1.464213437756e-07 1.191444606127e-03 1.027406034311e-04 7.027880517204e-02 1.224097377882e-07 0
72 2.081932545508e-01 2.405460458526e-01 -1.077652621467e-07 1.077652621467e-07 1.356997433815e-03 8.781653997103e-05 9.763290658351e-02 1.191668193872e-07 0
73 2.832125557327e-02 2.999553025302e-01 4.464245420089e-08 4.464245420089e-08 7.309551479299e-04 5.478701951544e-05 1.058165328612e-01 4.004685395455e-08 0
74 5.656243177318e-02 2.999706727609e-01 3.857650426576e-08 3.857650426576e-08 8.060561693314e-04 5.551935523313e-05 1.064248868197e-01 4.475171880296e-08 0
75 2.656352400126e-01 1.876410630340e-01 -1.176166709065e-07 1.176166709065e-07 1.147984755426e-03 8.812150560129e-05 8.458859668674e-02 1.011621450555e-07 0
76 1.552363396729e-01 2.764496810042e-01 -7.068034372437e-09 7.068034372437e-09 1.023543930330e-03 6.307573022528e-05 1.045633073949e-01 6.456078082322e-08 0
77 3.243736039132e-01 1.471266905124e-02 -1.825317704065e-07 1.825317704065e-07 1.176364101865e-03 1.296374629353e-04 9.538873686570e-03 1.525008576539e-07 0
78 2.366253296637e-01 2.283451290131e-01 -1.131954940588e-07 1.131954940588e-07 1.280525402085e-03 8.519673673989e-05 9.652091261975e-02 1.090965855702e-07 0
79 1.126942595288e-01 3.001962833018e-01 1.119820445962e-08 1.119820445962e-08 1.026999836938e-03 5.921968542492e-05 1.089197079103e-01 6.081860727490e-08 0
80 3.216792949336e-01 7.354953913464e-02 -1.820820410905e-07 1.820820410905e-07 1.233398247091e-03 1.211219442978e-04 3.879440648086e-02 1.493915937811e-07 0
81 3.199830810748e-01 1.028082321008e-01 -1.902954185135e-07 1.902954185135e-07 1.286562116814e-03 1.233844644023e-04 5.324061574120e-02 1.587417777034e-07 0
82 2.045240891218e-01 2.711357987185e-01 -1.150923271534e-07 1.150923271534e-07 1.623522802346e-03 8.985499202430e-05 1.075548324255e-01 1.458816284561e-07 0
83 1.808439733635e-01 2.854649100688e-01 -5.954453485886e-08 5.954453485886e-08 1.393335354627e-03 7.784363053920e-05 1.096739365016e-01 1.084622825628e-07 0
84 1.382471909158e-01 3.005553054373e-01 -2.813823434044e-09 2.813823434044e-09 1.153752407793e-03 5.629512619234e-05 1.106873706166e-01 6.495063739142e-08 0
85 3.157465217651e-01 1.608636948935e-01 -1.995099073669e-07 1.995099073669e-07 1.454766524762e-03 1.133935374733e-04 8.014393543704e-02 1.649611224405e-07 0
86 1.413053440703e-02 3.249730132471e-01 6.860541701136e-08 6.860541701136e-08 8.293872745311e-04 5.589780450740e-05 1.128835030771e-01 4.636092773267e-08 0
87 2.878012694216e-01 2.030346499136e-01 -1.698026050567e-07 1.698026050567e-07 1.450115115060e-03 9.841728692044e-05 9.385231788488e-02 1.427163953465e-07 0
88 7.052263608504e-02 3.248593892628e-01 4.989126128532e-08 4.989126128532e-08 1.164094249902e-03 5.717715753394e-05 1.140878293974e-01 6.655960031101e-08 0
89 9.842327012230e-02 3.248749208308e-01 3.120576495720e-08 3.120576495720e-08 1.297055213332e-03 5.798211410380e-05 1.153265864316e-01 7.520600337835e-08 0
90 2.590485361010e-01 2.451240589449e-01 -1.623445684815e-07 1.623445684815e-07 1.605915957904e-03 9.159408953357e-05 1.055403628742e-01 1.470924100317e-07 0
91 3.487282098141e-01 2.956772757226e-02 -2.378198840414e-07 2.378198840414e-07 1.362813311861e-03 1.430164396550e-04 1.751256306959e-02 1.949047077768e-07 0
92 3.132504885997e-01 1.897712974408e-01 -2.195050604844e-07 2.195050604844e-07 1.602156992087e-03 1.131876794372e-04 9.238828155823e-02 1.813444320284e-07 0
93 3.472790461457e-01 5.909208308285e-02 -2.457440138922e-07 2.457440138922e-07 1.398831804635e-03 1.470856652967e-04 3.318796614066e-02 2.057481066229e-07 0
94 3.436462730639e-01 1.180103137916e-01 -2.511075050579e-07 2.511075050579e-07 1.526807517278e-03 1.353454066580e-04 6.368747512505e-02 2.066463843145e-07 0
95 3.413303815580e-01 1.472379426840e-01 -2.637067172684e-07 2.637067172684e-07 1.621326929423e-03 1.348687212969e-04 7.774460838006e-02 2.186662897756e-07 0
96 2.850890029781e-01 2.319577424937e-01 -2.003287052230e-07 2.003287052230e-07 1.695215390308e-03 9.994335060072e-05 1.046533128977e-01 1.694255060973e-07 0
97 2.303377947698e-01 2.884552945091e-01 -1.626851687825e-07 1.626851687825e-07 1.988191117711e-03 8.807391620031e-05 1.162288896650e-01 1.751077778915e-07 0
98 1.533673388008e-01 3.250760230984e-01 -1.945965903404e-08 1.945965903404e-08 1.777149695747e-03 6.055607858698e-05 1.190976710128e-01 1.076172166365e-07 0
99 1.793657189317e-01 3.176284089374e-01 -3.257662525474e-08 3.257662525474e-08 1.632787482906e-03 7.743081206907e-05 1.192791207955e-01 1.264280607376e-07 0
100 2.826966269968e-02 3.498735479728e-01 9.355245824389e-08 9.355245824389e-08 1.428356972343e-03 5.694447666004e-05 1.199056430477e-01 8.133704027377e-08 0
101 2.564301666361e-01 2.746444715750e-01 -1.995081052571e-07 1.995081052571e-07 1.991856225937e-03 9.301615233845e-05 1.153516851168e-01 1.852748021481e-07 0
102 5.642058817778e-02 3.497445537579e-01 8.298052531327e-08 8.298052531327e-08 1.502638019687e-03 5.730435351365e-05 1.204986384877e-01 8.610770028318e-08 0
103 1.121992266430e-01 3.494222501949e-01 3.640925046759e-08 3.640925046759e-08 1.825570402365e-03 5.910952537447e-05 1.229192626889e-01 1.079086000215e-07 0
104 3.743546059008e-01 1.485505852102e-02 -3.173641951721e-07 3.173641951721e-07 1.537614275611e-03 1.729185552130e-04 1.077717387632e-02 2.658820390135e-07 0
105 3.360810290045e-01 2.051683123584e-01 -2.861958270329e-07 2.861958270329e-07 1.915660975598e-03 1.241805461968e-04 1.030295430016e-01 2.378878262777e-07 0
106 1.415903639345e-01 3.492643303270e-01 -3.675917901054e-10 3.675917901054e-10 1.906897164363e-03 7.070932350386e-05 1.249161011606e-01 1.348354084835e-07 0
107 3.715263910172e-01 7.435326833385e-02 -3.221520340600e-07 3.221520340600e-07 1.627537396678e-03 1.625265860754e-04 4.375909408343e-02 2.645180967921e-07 0
108 3.695898317942e-01 1.040128060765e-01 -3.359324497456e-07 3.359324497456e-07 1.706311828605e-03 1.649537626694e-04 5.989679354072e-02 2.814625564157e-07 0
109 3.080993321253e-01 2.476208202267e-01 -2.693068139835e-07 2.693068139835e-07 2.068939624389e-03 1.087851120080e-04 1.144717573663e-01 2.250698287768e-07 0
110 2.286130488121e-01 3.188185872226e-01 -1.888522070641e-07 1.888522070641e-07 2.479006413278e-03 8.677470152874e-05 1.253425319923e-01 2.151150416000e-07 0
111 2.013210887323e-01 3.336625903006e-01 -1.475791145235e-07 1.475791145235e-07 2.676853412964e-03 8.615901391889e-05 1.262908692731e-01 2.306350504664e-07 0
112 3.644687068113e-01 1.628249030496e-01 -3.367579674909e-07 3.367579674909e-07 1.905415020850e-03 1.477302315212e-04 8.938654478865e-02 2.814874021742e-07 0
113 1.413912829265e-02 3.749005347257e-01 1.317180305142e-07 1.317180305142e-07 1.540478667127e-03 5.752144819327e-05 1.263205657586e-01 8.861056384399e-08 0
114 3.336421389737e-01 2.340947425642e-01 -3.190099391741e-07 3.190099391741e-07 2.167239841260e-03 1.208392518636e-04 1.143198049414e-01 2.618876410268e-07 0
115 3.617153874232e-01 1.918476701767e-01 -3.478328312280e-07 3.478328312280e-07 2.036402334562e-03 1.417780526155e-04 1.024356372454e-01 2.887171573359e-07 0
116 2.803798428501e-01 2.906096721226e-01 -2.713852061605e-07 2.713852061605e-07 2.423209539951e-03 9.836330984976e-05 1.244171701089e-01 2.383549108091e-07 0
117 7.055563833341e-02 3.744324880879e-01 1.036847587395e-07 1.036847587395e-07 2.051260703549e-03 5.812375618773e-05 1.274730488740e-01 1.192269770105e-07 0
118 9.843364276133e-02 3.740946529569e-01 7.986173115187e-08 7.986173115187e-08 2.188912655214e-03 5.853954198299e-05 1.286514913729e-01 1.281379442770e-07 0
119 3.988595454334e-01 2.991869121444e-02 -4.090035446405e-07 4.090035446405e-07 1.747663583282e-03 1.917724605470e-04 2.002191087571e-02 3.351537455745e-07 0
120 3.060085414622e-01 2.767523372254e-01 -3.160447567440e-07 3.160447567440e-07 2.456865668938e-03 1.065694663413e-04 1.244287954903e-01 2.618268632108e-07 0
121 3.974804942181e-01 5.989254551668e-02 -4.266437677449e-07 4.266437677449e-07 1.808102256632e-03 1.987368140526e-04 3.793545753019e-02 3.593364819643e-07 0
122 1.532155426575e-01 3.731573428545e-01 2.530431017273e-08 2.530431017273e-08 2.521406117909e-03 5.942004478120e-05 1.321805955670e-01 1.498220644377e-07 0
123 3.936753234663e-01 1.200231968662e-01 -4.387774185582e-07 4.387774185582e-07 2.000689226380e-03 1.830241617246e-04 7.257918760020e-02 3.661744685297e-07 0
124 3.908700899894e-01 1.496076649470e-01 -4.367312618155e-07 4.367312618155e-07 2.082870091767e-03 1.768223182936e-04 8.803840301494e-02 3.682979183307e-07 0
125 2.531774218889e-01 3.344948984025e-01 -2.688565604542e-07 2.688565604542e-07 2.990314229787e-03 8.996762459570e-05 1.334078048112e-01 2.690314680487e-07 0
126 2.009186818505e-01 3.644293857525e-01 -1.519329547905e-07 1.519329547905e-07 3.332144468685e-03 8.375286605685e-05 1.346825258869e-01 2.790766493679e-07 0
127 2.788518440607e-01 3.200968062365e-01 -3.217121410058e-07 3.217121410058e-07 2.953549803463e-03 9.569987641538e-05 1.333495223008e-01 2.826543511781e-07 0
128 2.836548502530e-02 3.997437634526e-01 1.690248473981e-07 1.690248473981e-07 2.505418127307e-03 5.785058349353e-05 1.326776321315e-01 1.449399005600e-07 0
129 3.567966676987e-01 2.493609104735e-01 -3.938919671383e-07 3.938919671383e-07 2.542734586850e-03 1.311815221898e-04 1.253735351908e-01 3.335597936278e-07 0
130 5.663106958796e-02 3.994047110297e-01 1.515797860842e-07 1.515797860842e-07 2.584137116998e-03 5.816433414549e-05 1.332357496821e-01 1.503046147508e-07 0
131 1.788255516303e-01 3.802357026991e-01 -7.195559212000e-08 7.195559212000e-08 3.008145806060e-03 7.311464006265e-05 1.363623766638e-01 2.199394978660e-07 0
132 3.844656117522e-01 2.073618848137e-01 -4.091379883076e-07 4.091379883076e-07 2.307342764454e-03 1.530872160421e-04 1.147118248721e-01 3.532246802652e-07 0
133 1.127016265724e-01 3.983293114996e-01 8.083826419790e-08 8.083826419790e-08 2.782059900557e-03 5.925999337657e-05 1.355329946485e-01 1.648648512802e-07 0
134 1.380923891770e-01 3.975499212651e-01 3.532411905778e-08 3.532411905778e-08 2.901347373559e-03 5.533641036877e-05 1.370685901771e-01 1.605501488856e-07 0
135 4.245049395325e-01 1.506363269343e-02 -5.263792774086e-07 5.263792774086e-07 1.920495328496e-03 2.298129109273e-04 1.246669057645e-02 4.413546218640e-07 0
136 3.297284284676e-01 2.920287508486e-01 -4.045560098821e-07 4.045560098821e-07 2.940856973787e-03 1.146415444802e-04 1.344014953588e-01 3.371443855703e-07 0
137 4.223389667833e-01 7.564215627368e-02 -5.603718309717e-07 5.603718309717e-07 2.084179677751e-03 2.224833253336e-04 5.068922690740e-02 4.636952252989e-07 0
138 3.819857820586e-01 2.359486949048e-01 -4.358000539457e-07 4.358000539457e-07 2.576240503203e-03 1.448688315552e-04 1.263444425315e-01 3.732169515040e-07 0
139 4.204703552545e-01 1.061132698806e-01 -6.110123922999e-07 6.110123922999e-07 2.266558743945e-03 2.309158084439e-04 6.931751368337e-02 5.233842447437e-07 0
140 3.549737478558e-01 2.781634017592e-01 -4.458977245365e-07 4.458977245365e-07 2.959858940142e-03 1.257627486206e-04 1.354838694354e-01 3.722399958414e-07 0
141 2.524774200297e-01 3.642047572175e-01 -3.119628084059e-07 3.119628084059e-07 3.702444113419e-03 8.594574603972e-05 1.414704003024e-01 3.182093214981e-07 0
142 4.136145638132e-01 1.660451985791e-01 -5.116874767955e-07 5.116874767955e-07 2.342689554242e-03 1.922441590427e-04 1.019690482354e-01 4.503683832535e-07 0
143 2.275106400710e-01 3.792952414896e-01 -2.374441464940e-07 2.374441464940e-07 3.804459269007e-03 8.120399656671e-05 1.418162853100e-01 3.089372974186e-07 0
144 3.031686089831e-01 3.352797164157e-01 -4.238936969672e-07 4.238936969672e-07 3.554209002312e-03 1.009571267679e-04 1.422486097610e-01 3.588227288059e-07 0
145 4.099634049642e-01 1.947766513188e-01 -4.590713147247e-07 4.590713147247e-07 2.341388612200e-03 1.699220888979e-04 1.155547053979e-01 3.978536439068e-07 0
146 1.422635673265e-02 4.248432287269e-01 2.254494305418e-07 2.254494305418e-07 2.621163337246e-03 5.777176363035e-05 1.384446966935e-01 1.514292287560e-07 0
147 7.105686139091e-02 4.240943260057e-01 1.785164625853e-07 1.785164625853e-07 3.369126017140e-03 5.876108111022e-05 1.395611719073e-01 1.979734871637e-07 0
148 1.799835948545e-01 4.114478656187e-01 -2.425999642308e-08 2.425999642308e-08 3.513385493624e-03 7.049966005339e-05 1.440828260361e-01 2.476924829370e-07 0
149 3.284164947779e-01 3.210689959250e-01 -4.702485613707e-07 4.702485613707e-07 3.524359734917e-03 1.097881446202e-04 1.432680360291e-01 3.869329162707e-07 0
150 9.924941394741e-02 4.233567616066e-01 1.317627272328e-07 1.317627272328e-07 3.549517443693e-03 5.931701162341e-05 1.406776316842e-01 2.105467674651e-07 0
151 1.547753624502e-01 4.205791371739e-01 1.682576114137e-08 1.682576114137e-08 4.368590358274e-03 5.892253623191e-05 1.438872102099e-01 2.574084236678e-07 0
152 4.493057452861e-01 3.017430014394e-02 -6.610979203883e-07 6.610979203883e-07 2.134291608695e-03 2.539040615447e-04 2.325347315698e-02 5.419053079684e-07 0
153 4.485188237521e-01 6.077896942196e-02 -7.174229070338e-07 7.174229070338e-07 2.251422615363e-03 2.718514109820e-04 4.432392035155e-02 6.120524147033e-07 0
154 4.465081963538e-01 1.240335049859e-01 -9.160711557141e-07 9.160711557141e-07 2.833943390565e-03 2.807491663051e-04 8.608610849766e-02 7.956272442570e-07 1
155 4.049758975104e-01 2.509233210069e-01 -4.828827673142e-07 4.828827673142e-07 2.908008735471e-03 1.554408532474e-04 1.388524628251e-01 4.520233590926e-07 0
156 4.424576383895e-01 1.543809656036e-01 -6.704373701765e-07 6.704373701765e-07 2.456955275399e-03 2.411374161661e-04 1.032306749408e-01 5.924638467453e-07 0
157 2.773677855659e-01 3.790000092538e-01 -4.295120616075e-07 4.295120616075e-07 4.430353220501e-03 8.869568816893e-05 1.492812298088e-01 3.929532277238e-07 0
158 3.786648637682e-01 2.930514326252e-01 -5.251312796290e-07 5.251312796290e-07 3.452690720495e-03 1.360989048213e-04 1.466749201173e-01 4.699074257461e-07 0
159 3.023845523476e-01 3.644730606180e-01 -4.952142378749e-07 4.952142378749e-07 4.336659032623e-03 9.592739428855e-05 1.500889079503e-01 4.160044009174e-07 0
160 2.278814581362e-01 4.087303078543e-01 -2.555677091851e-07 2.555677091851e-07 4.689667175485e-03 7.505428349932e-05 1.490277339449e-01 3.519796097063e-07 0
161 2.856797158813e-02 4.497079087929e-01 2.796553448860e-07 2.796553448860e-07 4.126317770282e-03 5.766418943446e-05 1.441488079779e-01 2.379407695723e-07 0
162 2.024475431398e-01 4.250766150369e-01 -1.979801925755e-07 1.979801925755e-07 5.249079055552e-03 7.534628751505e-05 1.496446915211e-01 3.954986197089e-07 0
