# element centroid_x centroid_y signed_dwr abs_dwr primal_residual_norm dual_correction_rms dual_solution_rms residual_dual_product marked
3427 6.160564969466e-01 1.093047249931e-01 -3.553810569788e-09 3.553810569788e-09 1.574500397549e-04 3.034214290663e-05 1.287126103860e-01 4.777371606899e-09 1
3428 6.279840309142e-01 1.093700977575e-01 -3.638355323086e-09 3.638355323086e-09 1.590937478750e-04 3.246700359679e-05 1.332909739276e-01 5.165297284486e-09 1
3429 6.218836132140e-01 1.127146096773e-01 -3.428705316252e-09 3.428705316252e-09 1.574756017615e-04 3.095388734578e-05 1.345374111880e-01 4.874482036633e-09 1
3430 6.282573323468e-01 1.026157011535e-01 -3.501261562549e-09 3.501261562549e-09 1.546631985417e-04 3.109366331934e-05 1.259867486981e-01 4.809045423349e-09 1
3431 6.163297983792e-01 1.025503283891e-01 -3.524672043124e-09 3.524672043124e-09 1.542976390317e-04 2.908826469596e-05 1.216409735773e-01 4.488250566116e-09 1
3432 6.227035175120e-01 9.245141986527e-02 -3.597240508716e-09 3.597240508716e-09 1.519497323302e-04 2.921818045572e-05 1.127509028274e-01 4.439694699423e-09 1
3433 6.224302160793e-01 9.920581646928e-02 -3.621996277265e-09 3.621996277265e-09 1.535961788407e-04 3.047968422646e-05 1.201620334378e-01 4.681563029454e-09 1
3434 5.192886337486e-01 4.335452942183e-01 2.619990857070e-09 2.619990857070e-09 6.122035784210e-04 9.655962192400e-06 2.245926895641e-01 5.911414607285e-09 0
3435 5.068117672652e-01 4.335472691475e-01 1.706367125418e-09 1.706367125418e-09 6.111941274593e-04 9.322395720821e-06 2.201729011796e-01 5.697793518418e-09 0
3436 5.130390202362e-01 4.227187669205e-01 1.838561354260e-09 1.838561354260e-09 5.728774381100e-04 9.915889352772e-06 2.213597742317e-01 5.680589288998e-09 0
3437 5.130464737500e-01 4.299371100954e-01 2.006520234220e-09 2.006520234220e-09 5.981499933509e-04 9.435350319114e-06 2.220452388542e-01 5.643754730641e-09 0
3438 4.818580342982e-01 4.335512190059e-01 -1.737471091638e-11 1.737471091638e-11 6.064280324634e-04 8.684137509781e-06 2.116895389842e-01 5.266304423698e-09 0
3439 4.880852872693e-01 4.227227167788e-01 1.547391594605e-10 1.547391594605e-10 5.675426595537e-04 9.207773734711e-06 2.124887154056e-01 5.225804393967e-09 0
3440 4.943349007817e-01 4.335492440767e-01 8.233462753009e-10 8.233462753009e-10 6.095432143720e-04 8.998976817901e-06 2.158696222009e-01 5.485265255642e-09 0
3441 4.880927407831e-01 4.299410599538e-01 2.877252314947e-10 2.877252314947e-10 5.943226442182e-04 8.839046436786e-06 2.133516208762e-01 5.253245450678e-09 0
3442 5.005397932114e-01 4.010657123248e-01 4.242858994442e-10 4.242858994442e-10 5.010101374620e-04 1.037695259885e-05 2.141931092932e-01 5.198958447984e-09 0
3443 5.067894067238e-01 4.118922396226e-01 1.102511275036e-09 1.102511275036e-09 5.360294574270e-04 1.015665377764e-05 2.178940115691e-01 5.444265613704e-09 0
3444 4.943125402403e-01 4.118942145518e-01 2.985121301740e-10 2.985121301740e-10 5.325333314221e-04 9.769526345792e-06 2.133250396295e-01 5.202598411340e-09 0
3445 5.005472467252e-01 4.082840554997e-01 5.550530973667e-10 5.550530973667e-10 5.230029175630e-04 9.892851629456e-06 2.151410514562e-01 5.173990265224e-09 0
3446 4.943199937541e-01 4.191125577268e-01 4.351730937333e-10 4.351730937333e-10 5.569050824175e-04 9.348895116267e-06 2.142272745052e-01 5.206447205237e-09 0
3447 5.067968602376e-01 4.191105827976e-01 1.252386329105e-09 1.252386329105e-09 5.594392239961e-04 9.672072790048e-06 2.187079369345e-01 5.410936896098e-09 0
3448 5.005696072665e-01 4.299390850246e-01 1.130021649654e-09 1.130021649654e-09 5.967523489909e-04 9.134683925909e-06 2.176367790735e-01 5.451144090076e-09 0
3449 5.005621537527e-01 4.227207418497e-01 9.728455657526e-10 9.728455657526e-10 5.707172058241e-04 9.555450488718e-06 2.168592975169e-01 5.453460003312e-09 0
3450 2.583649155872e-01 5.709346971188e-01 -3.243323167234e-09 3.243323167234e-09 1.149383199596e-03 3.545386840421e-06 1.822926930088e-01 4.075008070450e-09 0
3451 2.705895448549e-01 5.708121782025e-01 -3.991892823900e-09 3.991892823900e-09 1.217412414679e-03 3.586162014307e-06 1.838267432507e-01 4.365838157266e-09 1
3452 2.645159258697e-01 5.815077316530e-01 -3.642883796075e-09 3.642883796075e-09 1.283294197736e-03 3.470504685072e-06 1.844247597299e-01 4.453678525570e-09 1
3453 2.644901287706e-01 5.744182023248e-01 -3.603710493840e-09 3.603710493840e-09 1.219471200753e-03 3.533040608595e-06 1.835146358955e-01 4.308441273273e-09 1
3454 2.950388033903e-01 5.705671403700e-01 -5.335730589005e-09 5.335730589005e-09 1.319187432279e-03 3.682593223786e-06 1.871163965134e-01 4.858030699013e-09 1
3455 2.889651844051e-01 5.812626938205e-01 -5.159047322503e-09 5.159047322503e-09 1.402819376766e-03 3.555917842830e-06 1.875807859156e-01 4.988310452108e-09 1
3456 2.828141741226e-01 5.706896592863e-01 -4.673409736174e-09 4.673409736174e-09 1.266360859855e-03 3.631196786434e-06 1.854346909166e-01 4.598405484770e-09 1
3457 2.889393873060e-01 5.741731644922e-01 -5.001668419727e-09 5.001668419727e-09 1.318874161161e-03 3.622605577711e-06 1.867105231272e-01 4.777760892521e-09 1
3458 2.768179464346e-01 6.026538007215e-01 -4.621364804448e-09 4.621364804448e-09 1.585897769873e-03 3.327920870751e-06 1.884983792103e-01 5.277742287239e-09 1
3459 2.706669361521e-01 5.920807661872e-01 -4.121737831215e-09 4.121737831215e-09 1.425960336345e-03 3.401277700857e-06 1.864932707543e-01 4.850087094316e-09 1
3460 2.828915654198e-01 5.919582472710e-01 -4.959810466909e-09 4.959810466909e-09 1.499081503471e-03 3.438959808320e-06 1.880415591027e-01 5.155281039835e-09 1
3461 2.767921493355e-01 5.955642713932e-01 -4.569855581063e-09 4.569855581063e-09 1.508854801722e-03 3.389676307734e-06 1.876776479820e-01 5.114529373208e-09 1
3462 2.828657683207e-01 5.848687179427e-01 -4.829717149337e-09 4.829717149337e-09 1.411374260119e-03 3.502680344911e-06 1.871963597428e-01 4.943592880232e-09 1
3463 2.706411390530e-01 5.849912368590e-01 -4.070627244097e-09 4.070627244097e-09 1.359193228006e-03 3.461917831517e-06 1.856282627839e-01 4.705415272510e-09 1
3464 2.767147580383e-01 5.742956834085e-01 -4.313515067957e-09 4.313515067957e-09 1.271497795555e-03 3.576732531305e-06 1.850760585457e-01 4.547807528843e-09 1
3465 2.767405551374e-01 5.813852127367e-01 -4.429694022158e-09 4.429694022158e-09 1.346255850860e-03 3.513042921580e-06 1.859670171017e-01 4.729454587498e-09 1
3466 6.044338117057e-01 1.581624568970e-01 -1.394279382338e-09 1.394279382338e-09 1.434232825674e-04 2.534126419180e-05 1.700920428791e-01 3.634527294797e-09 0
3467 6.099314415009e-01 1.496456660356e-01 -1.299312159504e-09 1.299312159504e-09 1.306006020463e-04 2.531461076938e-05 1.653677065101e-01 3.306103407047e-09 0
3468 6.141981435242e-01 1.602949194563e-01 -1.422367688548e-09 1.422367688548e-09 1.506879653892e-04 2.724269262966e-05 1.767837056294e-01 4.105145924088e-09 0
3469 6.095211322436e-01 1.560343474630e-01 -1.493369236716e-09 1.493369236716e-09 1.394659501948e-04 2.594184987325e-05 1.707835613595e-01 3.618004742385e-09 0
3470 6.209267010914e-01 1.326120843127e-01 -1.397583636576e-09 1.397583636576e-09 1.315180322883e-04 2.558636461137e-05 1.544571571427e-01 3.365068327099e-09 0
3471 6.251934031147e-01 1.432613377335e-01 -1.371156892913e-09 1.371156892913e-09 1.417069714862e-04 2.748757472582e-05 1.667042897632e-01 3.895180967896e-09 0
3472 6.154290712962e-01 1.411288751741e-01 -1.371854856861e-09 1.371854856861e-09 1.283383161315e-04 2.539934497278e-05 1.601607113438e-01 3.259709164648e-09 0
3473 6.205163918341e-01 1.390007657401e-01 -1.643473445643e-09 1.643473445643e-09 1.348783041555e-04 2.627484436843e-05 1.604765419036e-01 3.543906450364e-09 0
3474 6.337268071612e-01 1.645598445751e-01 -1.005157816776e-09 1.005157816776e-09 1.622093099388e-04 3.184691713353e-05 1.903805375993e-01 5.165866451909e-09 0
3475 6.239624753427e-01 1.624273820157e-01 -1.282982042751e-09 1.282982042751e-09 1.524232847187e-04 2.957958331289e-05 1.835558024530e-01 4.508617249163e-09 0
3476 6.294601051380e-01 1.539105911543e-01 -1.164019232099e-09 1.164019232099e-09 1.462590489157e-04 2.974246662935e-05 1.786967546615e-01 4.350104881615e-09 0
3477 6.290497958806e-01 1.602992725817e-01 -1.337071090636e-09 1.337071090636e-09 1.440009565738e-04 3.057111805483e-05 1.842559989862e-01 4.402270243424e-09 0
3478 6.247830938574e-01 1.496500191609e-01 -1.483138348686e-09 1.483138348686e-09 1.386900619330e-04 2.835001784931e-05 1.725058438745e-01 3.931865731322e-09 0
3479 6.192854640621e-01 1.581668100223e-01 -1.409457825164e-09 1.409457825164e-09 1.412475266217e-04 2.816753139467e-05 1.774851570336e-01 3.978594140536e-09 0
3480 6.150187620389e-01 1.475175566015e-01 -1.570774520718e-09 1.570774520718e-09 1.372051737170e-04 2.620364663224e-05 1.658770670919e-01 3.595275888195e-09 0
3481 6.196957733195e-01 1.517781285949e-01 -1.393445250098e-09 1.393445250098e-09 1.387778701254e-04 2.743448306050e-05 1.719952595160e-01 3.807299127127e-09 0
3482 5.067735264290e-01 3.974448141840e-01 6.477755494036e-10 6.477755494036e-10 4.930009020752e-04 1.048955362412e-05 2.160849094138e-01 5.171359399056e-09 0
3483 5.192474731110e-01 3.974106219889e-01 1.420541382971e-09 1.420541382971e-09 4.958109314399e-04 1.089024024487e-05 2.209742316178e-01 5.399500159411e-09 0
3484 5.130231399415e-01 4.082713414819e-01 1.342816048939e-09 1.342816048939e-09 5.267176793466e-04 1.026038178330e-05 2.198233760891e-01 5.404324482110e-09 0
3485 5.130147131605e-01 4.010422592183e-01 1.190758711406e-09 1.190758711406e-09 5.053542422024e-04 1.082132359183e-05 2.189644344779e-01 5.468601783377e-09 0
3486 5.441953664749e-01 3.973422375987e-01 2.991995692231e-09 2.991995692231e-09 4.987356638630e-04 1.179261348399e-05 2.311707246504e-01 5.881396914618e-09 0
3487 5.379710333054e-01 4.082029570917e-01 2.991746359686e-09 2.991746359686e-09 5.297081667530e-04 1.103368102230e-05 2.295820182207e-01 5.844630946858e-09 0
3488 5.317214197930e-01 3.973764297938e-01 2.207216934134e-09 2.207216934134e-09 4.975736776221e-04 1.132059746256e-05 2.260065754933e-01 5.632831312325e-09 0
3489 5.379626065244e-01 4.009738748281e-01 2.802236333808e-09 2.802236333808e-09 5.084437155355e-04 1.178617630329e-05 2.289256273582e-01 5.992607271603e-09 0
3490 5.255223669663e-01 4.299243960776e-01 2.894981526006e-09 2.894981526006e-09 5.999004301222e-04 9.751701301543e-06 2.265682260573e-01 5.850049805219e-09 0
3491 5.192727534539e-01 4.190978687798e-01 2.097910148319e-09 2.097910148319e-09 5.621484131246e-04 1.001374396428e-05 2.233169559356e-01 5.629210278958e-09 0
3492 5.317467001359e-01 4.190636765847e-01 2.963166174251e-09 2.963166174251e-09 5.633225787204e-04 1.036011953577e-05 2.280448717767e-01 5.836089252741e-09 0
3493 5.255139401854e-01 4.226953138140e-01 2.710223138885e-09 2.710223138885e-09 5.748868588624e-04 1.029936820124e-05 2.259800343844e-01 5.920971433481e-09 0
3494 5.317382733549e-01 4.118345943211e-01 2.771101449565e-09 2.771101449565e-09 5.401024952545e-04 1.100191717457e-05 2.274264769433e-01 5.942162918568e-09 0
3495 5.192643266729e-01 4.118687865162e-01 1.928712060981e-09 1.928712060981e-09 5.391213908159e-04 1.057200314215e-05 2.225966445586e-01 5.699593037704e-09 0
3496 5.254886598425e-01 4.010080670232e-01 1.992440454143e-09 1.992440454143e-09 5.073214366261e-04 1.128536321411e-05 2.238779383045e-01 5.725306678629e-09 0
3497 5.254970866234e-01 4.082371492868e-01 2.169921259904e-09 2.169921259904e-09 5.286609895236e-04 1.063446651720e-05 2.246391391159e-01 5.622027592040e-09 0
3498 3.445659374766e-01 5.633161075662e-01 -7.121477589893e-09 7.121477589893e-09 1.430366992711e-03 4.120708204476e-06 1.939304823682e-01 5.894125002276e-09 1
3499 3.321545334121e-01 5.633273253973e-01 -6.906104338536e-09 6.906104338536e-09 1.393139700765e-03 4.053826122623e-06 1.918819230223e-01 5.647546111425e-09 1
3500 3.383236467729e-01 5.525044776634e-01 -6.646774862842e-09 6.646774862842e-09 1.293368394979e-03 4.218731730890e-06 1.916220785156e-01 5.456374287626e-09 1
3501 3.383480392205e-01 5.597159702089e-01 -6.935810111420e-09 6.935810111420e-09 1.382250492300e-03 4.126911243186e-06 1.924784237796e-01 5.704425097574e-09 1
3502 3.073317252831e-01 5.633497610594e-01 -6.044809256869e-09 6.044809256869e-09 1.315833196072e-03 3.932703168477e-06 1.880123271688e-01 5.174781379379e-09 1
3503 3.135008386439e-01 5.525269133255e-01 -5.955892694249e-09 5.955892694249e-09 1.220468021849e-03 4.077179632895e-06 1.875911414540e-01 4.976067361282e-09 1
3504 3.197431293476e-01 5.633385432283e-01 -6.535218812636e-09 6.535218812636e-09 1.355281080810e-03 3.990390097452e-06 1.899090246153e-01 5.408100204130e-09 1
3505 3.135252310915e-01 5.597384058711e-01 -6.214314377433e-09 6.214314377433e-09 1.303299987203e-03 3.995859308811e-06 1.885044049739e-01 5.207803386040e-09 1
3506 3.258390653657e-01 5.308812178577e-01 -5.649940337195e-09 5.649940337195e-09 1.050129584742e-03 4.402603923374e-06 1.867461997054e-01 4.623304629838e-09 1
3507 3.320813560693e-01 5.416928477605e-01 -6.146505952087e-09 6.146505952087e-09 1.165926848813e-03 4.312223551128e-06 1.892274572340e-01 5.027737216343e-09 1
3508 3.196699520048e-01 5.417040655916e-01 -5.816009304234e-09 5.816009304234e-09 1.131261279172e-03 4.233672668866e-06 1.871690663894e-01 4.789389958979e-09 1
3509 3.258634578133e-01 5.380927104033e-01 -5.886702255710e-09 5.886702255710e-09 1.117689417414e-03 4.311333431938e-06 1.877145127901e-01 4.818731751821e-09 1
3510 3.196943444524e-01 5.489155581372e-01 -6.071895798899e-09 6.071895798899e-09 1.207242770616e-03 4.148353090919e-06 1.881093593364e-01 5.008069278973e-09 1
3511 3.321057485169e-01 5.489043403061e-01 -6.411916549964e-09 6.411916549964e-09 1.243318569920e-03 4.221413718353e-06 1.901391470770e-01 5.248562067345e-09 1
3512 3.259366351560e-01 5.597271880400e-01 -6.646209857330e-09 6.646209857330e-09 1.343569747860e-03 4.059499912437e-06 1.904529358285e-01 5.454221273792e-09 1
3513 3.259122427084e-01 5.525156954944e-01 -6.364158208879e-09 6.364158208879e-09 1.257534081367e-03 4.146161620705e-06 1.895671035592e-01 5.213939544894e-09 1
3514 3.507800652674e-01 5.597078274746e-01 -7.100973210510e-09 7.100973210510e-09 1.423782187143e-03 4.217674452762e-06 1.945842470419e-01 6.005049757011e-09 1
3515 3.445377745638e-01 5.488961975718e-01 -6.657135409340e-09 6.657135409340e-09 1.282356034760e-03 4.318811652055e-06 1.922528018567e-01 5.538254185004e-09 1
3516 3.570110445756e-01 5.488942050309e-01 -6.688041561643e-09 6.688041561643e-09 1.315987684572e-03 4.400336870908e-06 1.944541608674e-01 5.790789130081e-09 1
3517 3.507762948023e-01 5.524994100258e-01 -6.809767613725e-09 6.809767613725e-09 1.330486337661e-03 4.312648615525e-06 1.937635870940e-01 5.737920062089e-09 1
3518 3.320531931566e-01 5.272729377661e-01 -5.705825576249e-09 5.705825576249e-09 1.036799237127e-03 4.505460141167e-06 1.873240317962e-01 4.671257637267e-09 1
3519 3.445264631684e-01 5.272709452253e-01 -5.894090601352e-09 5.894090601352e-09 1.066979981342e-03 4.599533012967e-06 1.895389339356e-01 4.907609648359e-09 1
3520 3.382954838602e-01 5.380845676690e-01 -6.187463992961e-09 6.187463992961e-09 1.153647461027e-03 4.414928665792e-06 1.898328788283e-01 5.093271245905e-09 1
3521 3.382917133950e-01 5.308761502201e-01 -5.934384471550e-09 5.934384471550e-09 1.082664185722e-03 4.507024501571e-06 1.888984656343e-01 4.879594012024e-09 1
3522 3.694730031919e-01 5.272669601435e-01 -5.808527920611e-09 5.808527920611e-09 1.117511201870e-03 4.802347412059e-06 1.942302911398e-01 5.366677028248e-09 1
3523 3.632420238838e-01 5.380805825872e-01 -6.248551702584e-09 6.248551702584e-09 1.213076614008e-03 4.594890881017e-06 1.943359434523e-01 5.573954671679e-09 1
3524 3.569997331801e-01 5.272689526844e-01 -5.932900752114e-09 5.932900752114e-09 1.093758011714e-03 4.698642179935e-06 1.918411204895e-01 5.139177528482e-09 1
3525 3.632382534186e-01 5.308721651384e-01 -5.995182337623e-09 5.995182337623e-09 1.135708038874e-03 4.699467394138e-06 1.934689524710e-01 5.337222897946e-09 1
3526 3.507649834068e-01 5.308741576793e-01 -6.044149048418e-09 6.044149048418e-09 1.110412543255e-03 4.600812485004e-06 1.911407639128e-01 5.108799892511e-09 1
3527 3.570072741104e-01 5.416857875821e-01 -6.407862179815e-09 6.407862179815e-09 1.229900006972e-03 4.499769364279e-06 1.936107811902e-01 5.534266372497e-09 1
3528 3.445340040987e-01 5.416877801229e-01 -6.384184006606e-09 6.384184006606e-09 1.201162371346e-03 4.412446907579e-06 1.913759809505e-01 5.300065190945e-09 1
3529 3.507687538720e-01 5.380825751281e-01 -6.306859872222e-09 6.306859872222e-09 1.185613307761e-03 4.502612637726e-06 1.920427129106e-01 5.338357462982e-09 1
3530 2.523366863933e-01 5.744417593484e-01 -2.779515083397e-09 2.779515083397e-09 1.135725883762e-03 3.351878234164e-06 1.820216951160e-01 3.806814869758e-09 0
3531 2.584876966758e-01 5.850147938827e-01 -3.226718682998e-09 3.226718682998e-09 1.286276197224e-03 3.320768139672e-06 1.841270720384e-01 4.271425014559e-09 0
3532 2.464766280795e-01 5.848404271211e-01 -2.548408789730e-09 2.548408789730e-09 1.202922174345e-03 3.291013478465e-06 1.826866086059e-01 3.958833089313e-09 0
3533 2.524336703829e-01 5.814323267841e-01 -2.824794189487e-09 2.824794189487e-09 1.213888182766e-03 3.323008665255e-06 1.829454329235e-01 4.033760949983e-09 0
3534 2.707897172407e-01 6.061608629511e-01 -4.017459495862e-09 4.017459495862e-09 1.579679600765e-03 3.188461146689e-06 1.881514167227e-01 5.036747031255e-09 1
3535 2.587786486444e-01 6.059864961896e-01 -3.182466748079e-09 3.182466748079e-09 1.503633437052e-03 3.161920490682e-06 1.866988244657e-01 4.754369375090e-09 0
3536 2.646387069583e-01 5.955878284169e-01 -3.660327936106e-09 3.660327936106e-09 1.429482525456e-03 3.256731141260e-06 1.861702626100e-01 4.655440256541e-09 1
3537 2.647356909478e-01 6.025783958525e-01 -3.666328337661e-09 3.666328337661e-09 1.493109670919e-03 3.196071656018e-06 1.870071602292e-01 4.772085498551e-09 1
3538 2.347565114517e-01 6.056377626666e-01 -1.671769777000e-09 1.671769777000e-09 1.339346041925e-03 3.094634371299e-06 1.839836615253e-01 4.144786296405e-09 0
3539 2.406165697656e-01 5.952390948939e-01 -2.205445804901e-09 2.205445804901e-09 1.272002904140e-03 3.200982141411e-06 1.833406681652e-01 4.071658579974e-09 0
3540 2.467675800480e-01 6.058121294281e-01 -2.414682945765e-09 2.414682945765e-09 1.437946761615e-03 3.135340610236e-06 1.853094623463e-01 4.508452877048e-09 0
3541 2.407135537551e-01 6.022296623295e-01 -2.141732338539e-09 2.141732338539e-09 1.361131912911e-03 3.141426127880e-06 1.842115746264e-01 4.275895354711e-09 0
3542 2.527246223514e-01 6.024040290910e-01 -2.887290142828e-09 2.887290142828e-09 1.427237276358e-03 3.169007511797e-06 1.855773533635e-01 4.522925649894e-09 0
3543 2.465736120690e-01 5.918309945568e-01 -2.532870673764e-09 2.532870673764e-09 1.289323777942e-03 3.233870896742e-06 1.835836809901e-01 4.169506641962e-09 0
3544 2.585846806653e-01 5.920053613183e-01 -3.242375825695e-09 3.242375825695e-09 1.347511687872e-03 3.262203236485e-06 1.850070473225e-01 4.395856989378e-09 0
3545 2.526276383619e-01 5.954134616554e-01 -2.886728528618e-09 2.886728528618e-09 1.358707132736e-03 3.226968566515e-06 1.847228355313e-01 4.384505208440e-09 0
3546 6.199321609517e-01 2.632039637638e-01 1.019929094149e-10 1.019929094149e-10 3.065612382897e-04 4.208535440747e-05 2.443995195376e-01 1.290173836102e-08 0
3547 6.133985001652e-01 2.746792191254e-01 5.833764944991e-10 5.833764944991e-10 3.179568183635e-04 3.814796116882e-05 2.446812791887e-01 1.212940436029e-08 0
3548 6.068270200601e-01 2.633727695264e-01 -2.095098486868e-10 2.095098486868e-10 3.022626591724e-04 3.742389602951e-05 2.366943414469e-01 1.131184633047e-08 0
3549 6.133858937257e-01 2.670853174718e-01 5.153680101034e-10 5.153680101034e-10 3.077691545690e-04 3.992094143127e-05 2.419847838674e-01 1.228643439390e-08 0
3550 6.003311785923e-01 2.976297298486e-01 1.537207720802e-09 1.537207720802e-09 3.482938845931e-04 3.063971641112e-05 2.438812581915e-01 1.067162585166e-08 0
3551 5.937596984871e-01 2.863232802496e-01 6.623868214302e-10 6.623868214302e-10 3.307765349753e-04 3.048446458712e-05 2.369416718154e-01 1.008354556670e-08 0
3552 6.068648393787e-01 2.861544744870e-01 1.053324870181e-09 1.053324870181e-09 3.320188100793e-04 3.429006385148e-05 2.444828842893e-01 1.138494619751e-08 0
3553 6.003185721527e-01 2.900358281950e-01 1.358473155621e-09 1.358473155621e-09 3.352936995269e-04 3.271617430090e-05 2.418147322976e-01 1.096952711572e-08 0
3554 5.806167382769e-01 2.637103810516e-01 -1.003112422496e-09 1.003112422496e-09 3.040684337279e-04 2.949641553739e-05 2.215107343166e-01 8.968928873039e-09 0
3555 5.937218791685e-01 2.635415752890e-01 -6.110723482314e-10 6.110723482314e-10 3.015422325399e-04 3.321557040246e-05 2.290455188434e-01 1.001589725424e-08 0
3556 5.871882183820e-01 2.750168306506e-01 -1.885316709142e-10 1.885316709142e-10 3.158312586561e-04 3.010320587726e-05 2.294745168572e-01 9.507533401799e-09 0
3557 5.871756119425e-01 2.674229289971e-01 -3.803344643669e-10 3.803344643669e-10 3.064191500479e-04 3.156780309513e-05 2.267199259117e-01 9.672979393287e-09 0
3558 5.937470920476e-01 2.787293785961e-01 4.790718636342e-10 4.790718636342e-10 3.200523577110e-04 3.225006469420e-05 2.345291029894e-01 1.032170924171e-08 0
3559 6.002807528341e-01 2.672541232345e-01 7.822814243308e-11 7.822814243308e-11 3.064102299507e-04 3.547763019650e-05 2.343098662147e-01 1.087070882662e-08 0
3560 6.068522329392e-01 2.785605728334e-01 9.319582449307e-10 9.319582449307e-10 3.207363126496e-04 3.623507180768e-05 2.421198030792e-01 1.162190332019e-08 0
3561 6.002933592736e-01 2.748480248880e-01 2.177797284384e-10 2.177797284384e-10 3.156824534819e-04 3.386544200139e-05 2.370367239773e-01 1.069072581925e-08 0
3562 4.007192967664e-01 4.876052640913e-01 -4.090091259043e-09 4.090091259043e-09 8.412902255008e-04 5.813255744584e-06 1.958865696075e-01 4.890635236255e-09 1
3563 4.069403392964e-01 4.984270710653e-01 -3.979412862085e-09 3.979412862085e-09 9.232771603801e-04 5.687812762753e-06 1.986900761593e-01 5.251427616368e-09 1
3564 3.944635159597e-01 4.984226531955e-01 -4.470918483646e-09 4.470918483646e-09 9.100685004424e-04 5.535667252557e-06 1.958584639950e-01 5.037836395482e-09 1
3565 4.007077173409e-01 4.948183294507e-01 -4.195439821199e-09 4.195439821199e-09 8.920877818711e-04 5.672580645477e-06 1.968120550563e-01 5.060439885509e-09 1
3566 4.193824243566e-01 5.200706850132e-01 -3.462775682440e-09 3.462775682440e-09 1.109683739391e-03 5.415255976320e-06 2.039326146853e-01 6.009221501560e-09 1
3567 4.069056010198e-01 5.200662671434e-01 -4.248826551939e-09 4.248826551939e-09 1.099340891558e-03 5.282769472488e-06 2.011535525440e-01 5.807564501782e-09 1
3568 4.131613818265e-01 5.092488780392e-01 -3.775896000644e-09 3.775896000644e-09 1.012625090870e-03 5.554889732431e-06 2.013717224591e-01 5.625020720077e-09 1
3569 4.131498024010e-01 5.164619433986e-01 -3.852495010630e-09 3.852495010630e-09 1.076213863776e-03 5.411935002600e-06 2.021529597724e-01 5.824399479653e-09 1
3570 3.819519543464e-01 5.200574314039e-01 -5.316757656092e-09 5.316757656092e-09 1.068405647679e-03 5.033466563959e-06 1.958556636546e-01 5.377784104338e-09 1
3571 3.882077351530e-01 5.092400422997e-01 -4.881174027796e-09 4.881174027796e-09 9.857391063140e-04 5.276234042472e-06 1.958482808012e-01 5.200990229730e-09 1
3572 3.944287776831e-01 5.200618492736e-01 -4.869766079031e-09 4.869766079031e-09 1.085621784520e-03 5.155542939121e-06 1.984607928905e-01 5.596969725737e-09 1
3573 3.881961557275e-01 5.164531076591e-01 -5.044332947185e-09 5.044332947185e-09 1.049155848531e-03 5.151728086554e-06 1.967218525376e-01 5.404965652050e-09 1
3574 4.006729790642e-01 5.164575255288e-01 -4.531792404201e-09 4.531792404201e-09 1.064336920433e-03 5.279248382099e-06 1.993930803844e-01 5.618898965205e-09 1
3575 3.944519365342e-01 5.056357185549e-01 -4.604385112805e-09 4.604385112805e-09 9.668064952936e-04 5.403552886456e-06 1.967572223905e-01 5.224190028288e-09 1
3576 4.069287598709e-01 5.056401364246e-01 -4.073007934897e-09 4.073007934897e-09 9.799527738020e-04 5.545730050265e-06 1.995422741967e-01 5.434553545515e-09 1
3577 4.006845584898e-01 5.092444601695e-01 -4.407368339925e-09 4.407368339925e-09 1.000718584247e-03 5.412604375367e-06 1.985639975467e-01 5.416493787604e-09 1
3578 4.443877891396e-01 4.840239428341e-01 -1.794603243918e-09 1.794603243918e-09 8.488434213525e-04 6.499662335418e-06 2.062838862582e-01 5.517195614432e-09 0
3579 4.381338620384e-01 4.948384072748e-01 -2.158352654312e-09 2.158352654312e-09 9.191216687518e-04 6.161566057125e-06 2.058177967179e-01 5.663228876549e-09 0
3580 4.319128195083e-01 4.840166003008e-01 -2.590219308244e-09 2.590219308244e-09 8.427034066288e-04 6.313498424677e-06 2.030490334324e-01 5.320406630221e-09 0
3581 4.381448235621e-01 4.876263168032e-01 -2.183919230463e-09 2.183919230463e-09 8.689237706865e-04 6.339551978625e-06 2.050501353333e-01 5.508587409729e-09 0
3582 4.256260078359e-01 5.164673361562e-01 -3.015673997789e-09 3.015673997789e-09 1.084583219598e-03 5.547900627784e-06 2.049999874565e-01 6.017159924890e-09 0
3583 4.194049653058e-01 5.056455291822e-01 -3.388090198257e-09 3.388090198257e-09 9.898817196568e-04 5.691761044357e-06 2.024204592325e-01 5.634170210464e-09 0
3584 4.318799349371e-01 5.056528717155e-01 -2.564315485329e-09 2.564315485329e-09 9.974525615147e-04 5.844567355002e-06 2.053902575366e-01 5.829678679192e-09 0
3585 4.256369693596e-01 5.092552456846e-01 -2.992355753312e-09 2.992355753312e-09 1.021187174807e-03 5.701368546329e-06 2.042700647890e-01 5.822164438357e-09 0
3586 4.069628802457e-01 4.840019152343e-01 -3.816383343949e-09 3.816383343949e-09 8.241478936471e-04 5.958032329861e-06 1.968866976393e-01 4.910299794937e-09 1
3587 4.194378498770e-01 4.840092577676e-01 -3.267553112471e-09 3.267553112471e-09 8.345276964039e-04 6.132679969949e-06 1.999161660844e-01 5.117891288104e-09 0
3588 4.131839227758e-01 4.948237222083e-01 -3.650379856272e-09 3.650379856272e-09 9.032979607635e-04 5.828768808855e-06 1.997164322643e-01 5.265114978801e-09 1
