# element centroid_x centroid_y signed_dwr abs_dwr primal_residual_norm dual_correction_rms dual_solution_rms residual_dual_product marked
104 3.743546059008e-01 1.485505852102e-02 -3.173178424168e-07 3.173178424168e-07 1.537383296496e-03 1.729197636649e-04 1.077714578698e-02 2.658439562926e-07 0
105 3.360810290045e-01 2.051683123584e-01 -2.860783199898e-07 2.860783199898e-07 1.914861273307e-03 1.241824086990e-04 1.030290817309e-01 2.377920852437e-07 0
106 1.415903639345e-01 3.492643303270e-01 -4.671631089939e-10 4.671631089939e-10 1.903646514318e-03 7.070938098909e-05 1.249149843231e-01 1.346056666495e-07 0
107 3.715263910172e-01 7.435326833385e-02 -3.220926817552e-07 3.220926817552e-07 1.627233364775e-03 1.625278596763e-04 4.375897428020e-02 2.644707559707e-07 0
108 3.695898317942e-01 1.040128060765e-01 -3.358556975568e-07 3.358556975568e-07 1.705936338909e-03 1.649551755988e-04 5.989662073670e-02 2.814030283451e-07 0
109 3.080993321253e-01 2.476208202267e-01 -2.691701244763e-07 2.691701244763e-07 2.067749296075e-03 1.087874760308e-04 1.144710909760e-01 2.249452269844e-07 0
110 2.286130488121e-01 3.188185872226e-01 -1.887267942842e-07 1.887267942842e-07 2.476249632069e-03 8.677752614875e-05 1.253414344155e-01 2.148828171977e-07 0
111 2.013210887323e-01 3.336625903006e-01 -1.474896159633e-07 1.474896159633e-07 2.673347878184e-03 8.616125409983e-05 1.262897127954e-01 2.303390058294e-07 0
112 3.644687068113e-01 1.628249030496e-01 -3.366447139014e-07 3.366447139014e-07 1.904803889408e-03 1.477318300032e-04 8.938624811553e-02 2.814001643794e-07 0
113 1.413912829265e-02 3.749005347257e-01 1.314065005895e-07 1.314065005895e-07 1.536949079934e-03 5.751809756082e-05 1.263196221945e-01 8.840238712564e-08 0
114 3.336421389737e-01 2.340947425642e-01 -3.188549922452e-07 3.188549922452e-07 2.166164474278e-03 1.208416187497e-04 1.143192436677e-01 2.617628215500e-07 0
115 3.617153874232e-01 1.918476701767e-01 -3.476931141644e-07 3.476931141644e-07 2.035626021405e-03 1.417799360024e-04 1.024352661200e-01 2.886109270397e-07 0
116 2.803798428501e-01 2.906096721226e-01 -2.712115894471e-07 2.712115894471e-07 2.421270489302e-03 9.836641953982e-05 1.244162575763e-01 2.381717087700e-07 0
117 7.055563833341e-02 3.744324880879e-01 1.034243794780e-07 1.034243794780e-07 2.046927696438e-03 5.812113940835e-05 1.274720335422e-01 1.189697700035e-07 0
118 9.843364276133e-02 3.740946529569e-01 7.964496339834e-08 7.964496339834e-08 2.184561853204e-03 5.853750472141e-05 1.286504111182e-01 1.278787997962e-07 0
119 3.988595454334e-01 2.991869121444e-02 -4.089268845864e-07 4.089268845864e-07 1.747324536731e-03 1.917737623020e-04 2.002187054363e-02 3.350910003716e-07 0
120 3.060085414622e-01 2.767523372254e-01 -3.158561480474e-07 3.158561480474e-07 2.455216187352e-03 1.065726068571e-04 1.244279970366e-01 2.616587894838e-07 0
121 3.974804942181e-01 5.989254551668e-02 -4.265534963011e-07 4.265534963011e-07 1.807723025228e-03 1.987381902245e-04 3.793537814569e-02 3.592636024609e-07 0
122 1.532155426575e-01 3.731573428545e-01 2.519831031104e-08 2.519831031104e-08 2.517037354288e-03 5.941992172830e-05 1.321793567356e-01 1.495621625790e-07 0
123 3.936753234663e-01 1.200231968662e-01 -4.386541295945e-07 4.386541295945e-07 2.000157402269e-03 1.830256901651e-04 7.257901838650e-02 3.660801889890e-07 0
124 3.908700899894e-01 1.496076649470e-01 -4.365853232492e-07 4.365853232492e-07 2.082229616646e-03 1.768240006785e-04 8.803817987937e-02 3.681881711466e-07 0
125 2.531774218889e-01 3.344948984025e-01 -2.686359214357e-07 2.686359214357e-07 2.987147670072e-03 8.997157668377e-05 1.334066123776e-01 2.687583856636e-07 0
126 2.009186818505e-01 3.644293857525e-01 -1.518149995584e-07 1.518149995584e-07 3.327436500248e-03 8.375557586131e-05 1.346811969831e-01 2.786913602202e-07 0
